index;Titel;Autor_normalisiert;Jahr;Geschlecht;Gattung;all_words_count;AbstConc;anteil_AbstConc
2436;Die Auferstandenen – Erster Band;Voß, Richard;1887;;;59050;13.301.193.300.000.400;2.252.530.618.120.310
2437;Die Auferstandenen – Zweiter Band;Voß, Richard;1887;;;61213;13.816.767.400.000.400;22.571.622.694.526.400
2438;Brutus, auch Du!;Voß, Richard;1916;;;97247;22.940.837.599.998.700;2.359.027.795.201.780
2439;Michael Cibula;Voß, Richard;1887;;;99057;23.514.732.699.998.600;23.738.587.580.886.300
2440;Villa Falconieri;Voß, Richard;1896;;;73595;16.279.907.700.000.100;22.120.942.591.208.800
2442;Das Haus der Grimaldi;Voß, Richard;1917;;;41095;9.311.979.500.000.180;2.265.964.107.555.700
2445;Römisches Fieber;Voß, Richard;1902;;;115613;2.668.738.279.999.820;23.083.375.398.958.800
2446;Rolla;Voß, Richard;1883;;;103853;2.335.949.619.999.960;22.492.846.812.320.900
2450;Im Schatten des Todes;Walloth, Wilhelm;1909;;;81009;1.851.445.119.999.980;2.285.480.773.741.170
2451;Das Schatzhaus des Königs;Walloth, Wilhelm;1883;;;86280;19.834.869.599.999.600;22.988.954.102.920.200
2453;Alexander in Babylon;Wassermann, Jakob;1905;;;49066;12.185.377.500.000.100;2.483.466.657.155.700
2454;Sabbatai Zewi – Donna Johanna von Castilien – Geronimo de Aguilar – Sturreganz – Der Aufruhr um den Junker Ernst;Wassermann, Jakob;1913;;;93494;21.934.734.099.998.500;2.346.111.418.914.420
2458;Melusine;Wassermann, Jakob;1896;;;43535;979.084.410.000.016;22.489.592.511.772.500
2459;Der Moloch;Wassermann, Jakob;1903;;;78714;19.367.707.499.999.700;2.460.516.235.993.560
2461;Die Schwestern;Wassermann, Jakob;1906;;;38141;9.272.177.000.000.120;2.431.026.192.286.540
2467;Franziska;Weiß, Ernst;1916;;;59767;14.544.090.799.999.900;2.433.465.089.430.610
2468;Die Galeere;Weiß, Ernst;1913;;;48458;11.315.790.600.000.300;23.351.749.143.589.000
2469;Ich – der Augenzeuge;Weiß, Ernst;1897;;;77447;1.740.944.770.000.010;22.479.176.339.948.700
2470;Mensch gegen Mensch;Weiß, Ernst;1919;;;41688;1.053.769.240.000.020;2.527.751.966.992.960
2472;Tiere in Ketten;Weiß, Ernst;1918;;;48502;12.180.164.800.000.100;2.511.270.628.015.370
2474;Adlerflug;Werner, Elisabeth;1886;;;35616;8.058.631.900.000.270;2.262.643.727.538.260
2475;Fata Morgana;Werner, Elisabeth;1895;;;121695;2.778.366.199.999.900;22.830.569.867.290.400
2476;Glück auf!;Werner, Elisabeth;1890;;;100966;22.238.866.199.998.900;220.260.941.306.964
2478;Vineta;Werner, Elisabeth;1877;;;112832;248.211.861.999.988;2.199.835.702.637.440
2479;Lebensgeschichte Tobias Knauts;Wezel, Johann Karl;1776;;;174907;3.668.122.880.000.350;20.971.847.210.233.700
2482;Der Bürgermeister von Thorn;Wichert, Ernst;1900;;;205211;46.182.892.800.005.200;2.250.507.662.844.830
2489;Heinrich von Plauen;Wichert, Ernst;1881;;;275728;6.258.368.760.000.070;22.697.617.797.249.700
2493;Der Wilddieb;Wiechert, Ernst;1830;;;29154;6.687.549.300.000.020;2.293.870.240.790.290
2494;Die leibhaftige Bosheit;Mann, Mathilde;1912;;;69452;16.808.821.800.000.000;24.202.070.206.761.500
2495;Die Karlsbader Reise der leibhaftigen Bosheit;Wied, Gustav;1903;;;51709;12.172.744.500.000.400;2.354.086.232.570.810
2496;Der leibhaftigen Bosheit Opus III;Wied, Gustav;1913;;;54517;12.851.984.700.000.200;23.574.269.860.777.700
2497;Die Väter haben Herlinge gegessen;Wied, Gustav;1909;;;74219;1.757.774.129.999.990;23.683.613.764.669.300
2498;Aus jungen Tagen;Wied, Gustav;1907;;;78410;18.305.049.899.999.300;2.334.530.021.680.820
2499;Agathodämon;Wieland, Christoph Martin;1799;;;82528;16.819.019.300.000.000;20.379.773.289.065.600
2500;Geschichte des Weisen Danischmend und der drei Kalender;Wieland, Christoph Martin;1775;;;73089;15.077.220.200.000.200;2.062.857.639.316.480
2505;Schwester-Seele;Wildenbruch, Ernst von;1894;;;129634;29.553.081.400.000.000;2.279.732.277.026.090
2509;Die alte Freundin;Wildermuth, Ottilie;1885;;;80422;19.383.654.799.999.400;24.102.428.191.290.200
2526;Die Familie Ammer – Erste Abtheilung. Der Herrnhuter.;Willkomm, Ernst;1855;;;94848;21.725.623.299.999.100;22.905.726.320.005.800
2527;Die Familie Ammer – Zweite Abtheilung. Moderne Götzendiener.;Willkomm, Ernst;1855;;;77236;17.423.078.199.999.600;2.255.823.476.099.180
2528;Die Familie Ammer – Dritte Abtheilung. Geprüfte Seelen.;Willkomm, Ernst;1855;;;59376;13.301.023.900.000.700;22.401.347.177.312.000
2530;Reeder und Matrose;Willkomm, Ernst;1857;;;82406;19.568.734.299.999.500;2.374.673.482.513.350
2532;Die vier Töchter des Rittmeister Schimmelmann;Winterfeld, Adolf von;1920;;;127346;2.965.426.969.999.890;23.286.377.035.791.400
2533;Fabiola oder Die Kirche der Katakomben;Wiseman, Kardinal;1854;;;143984;3.170.780.859.999.990;2.202.175.838.982.100
2534;Die Göttin die da harret;Wit, Augusta de;1908;;;85065;19.814.795.799.999.000;23.293.711.632.280.100
2535;Eine Mutter;Wit, Augusta de;1900;;;31116;7.658.985.300.000.030;2.461.429.907.443.120
2538;Das kleine Glück;Wohlbrück, Olga;1910;;;50395;11.846.677.200.000.400;2.350.764.401.230.370
2539;Du sollst ein Mann sein;Wohlbrück, Olga;1900;;;88780;21.916.045.099.998.700;24.685.790.831.266.800
2544;Der Raubgraf;Wolff, Julius;1884;;;108262;24.999.785.899.998.000;23.091.930.594.297.200
2545;Das schwarze Weib;Wolff, Julius;1894;;;76444;1.684.198.719.999.990;22.031.797.394.170.800
2546;Der Sülfmeister;Wolff, Julius;1883;;;155351;35.189.149.500.001.000;2.265.138.267.536.160
2547;Das Wildfangrecht;Wolff, Julius;1907;;;65395;1.421.240.400.000.050;217.331.661.442.015
2548;Das dritte Geschlecht;Wolzogen, Ernst von;1899;;;57744;1.329.031.080.000.040;2.301.591.645.885.360
2549;Die Erbschleicherinnen, Band 1;Wolzogen, Ernst von;1895;;;53839;12.482.469.400.000.600;23.184.809.153.217.200
2550;Die Erbschleicherinnen - Zweiter Band;Wolzogen, Ernst von;1895;;;58075;12.950.617.500.000.700;22.299.814.894.534.100
2553;Die Kinder der Excellenz;Wolzogen, Ernst von;1888;;;52655;11.979.261.400.000.500;2.275.047.269.964.970
2554;Der Kraft-Mayr;Wolzogen, Ernst v.;1897;;;102151;23.113.277.699.999.300;22.626.579.964.953.100
2558;Der Thronfolger - Erster Band;Wolzogen, Ernst von;1892;;;41388;9.261.889.700.000.280;22.378.200.686.189.900
2559;Der Thronfolger – Zweiter Band;Wolzogen, Ernst von;1892;;;39713;8.976.881.000.000.280;22.604.388.991.011.200
2561;Der schweizerische Robinson;Wyss, Johann David;1812;;;127009;30.256.621.899.999.200;2.382.242.352.904.060
2563;Das Naturforscherschiff;Wörishöffer, Sophie;1880;;;158835;39.982.642.000.002.100;2.517.243.806.465.960
2564;Onnen Visser - Der Schmugglersohn von Norderney;Wörishöffer, Sophie;1885;;;200666;5.146.729.060.000.650;25.648.236.671.885.800
2566;Das Liebesleben eines deutschen Jünglings;Zapp, Arthur;1920;;;66014;15.117.903.600.000.200;2.290.105.674.553.920
2567;Zwischen Mann und Frau;Zapp, Arthur;1914;;;61727;13.795.336.400.000.300;22.348.950.054.271.800
2569;Drei Mädchen am Spinnrad;Zobeltitz, Fedor von;1912;;;84584;18.828.519.099.999.300;22.260.142.698.381.900
2570;Besser Herr als Knecht;Zobeltitz, Fedor von;1900;;;90054;20.671.091.999.999.100;2.295.410.753.547.770
2593;Die Million;Zolling, Theophil;1893;;;104667;24.238.522.299.999;23.157.750.102.705.700
2600;Die Rose von Disentis;Zschokke, Heinrich;1822;;;76136;16.724.824.700.000.000;21.967.038.851.528.800
2605;Der Flüchtling im Jura;Zschokke, Heinrich;1822;;;38317;8.618.558.800.000.250;22.492.780.750.059.300
2608;Das Abenteuer der Neujahrsnacht;Zschokke, Heinrich;1818;;;15794;36.166.241.999.999.700;228.987.222.996.073
2616;Der Maskenball in der Ca' Torcelli;Adlersfeld-Ballestrem, Eufemia von;1910;;;68411;15.388.211.500.000.500;22.493.767.815.118.200
2617;Die Geächteten;Alexis, Willibald;1825;;;51197;11.364.585.600.000.400;221.977.568.998.192
2619;Der schwarze Koffer;Autor, Unbekannter;1846;;;43942;9.936.363.800.000.450;22.612.452.323.518.300
2626;Familie Dungs;Aram, Kurt;1913;;;79073;18.169.336.099.999.900;22.977.926.852.402.100
2636;Der Tod Georgs;Beer-Hofmann, Richard;1900;;;36893;9.063.961.900.000.180;24.568.243.027.133.000
2638;Frau Hempels Tochter;Berend, Alice;1912;;;47467;12.049.623.199.999.900;2.538.526.386.752.900
2641;Der Wilde Freiger;Betsch, Roland;1919;;;61604;14.553.759.200.000.000;23.624.698.396.208.100
2647;Geheimnisvolle Kräfte;Blüthgen, Viktor von;1920;;;62908;14.720.208.500.000.200;23.399.581.134.355.200
2648;In frischem Wasser;Böhlau, Helene;1891;;;72124;1.675.847.250.000.010;23.235.639.315.623.200
2649;Der gewürzige Hund;Böhlau, Helene;1916;;;64507;1.478.846.350.000.030;22.925.362.363.774.900
2650;Halbtier!;Böhlau, Helene;1899;;;44685;10.398.615.400.000.300;23.270.930.737.384.700
2651;Das Haus zur Flamm';Böhlau, Helene;1907;;;65837;13.995.190.800.000.300;21.257.333.718.122.500
2655;Das Recht der Mutter;Böhlau, Helene;1896;;;83436;19.208.013.499.999.800;23.021.254.015.053.200
2660;Revolutionsnächte;Bretonne, Rétif de la;1920;;;54265;11.832.981.000.000.200;2.180.591.725.790.140
2679;Die Nann;Croissant-Rust, Anna;1906;;;73742;15.776.817.000.000.400;21.394.615.009.086.300
2682;Winkelquartett;Croissant-Rust, Anna;1908;;;51839;10.734.766.400.000.300;20.707.896.371.458.300
2683;Vom Mars zur Erde;Daiber, Albert;1910;;;35800;823.951.640.000.026;23.015.408.938.548.200
2707;Flitter und Schein;Dransfeld, Hedwig;1913;;;38288;9.025.942.400.000.150;23.573.815.294.609.600
2708;Don Adone;Waldmüller, Robert_(Charles Edouard Duboc);1883;;;99481;21.567.039.199.999.200;21.679.556.096.138.200
2709;Kleopatra;Ebers, Georg;1894;;;140248;29.647.195.699.999.200;2.113.912.191.261.140
2714;Bebuquin;Einstein, Carl;1912;;;12988;28.815.752.999.999.800;2.218.644.364.028.320
2718;Frieden I;Eschstruth, Nataly von;1899;;;57135;13.315.734.500.000.300;23.305.739.914.238.800
2719;Frieden II;Eschstruth, Nataly von;1905;;;51169;11.791.512.500.000.300;23.044.250.425.062.600
2720;Hazard. Erster Band;Eschstruth, Nataly von;1870;;;57068;13.177.896.200.000.300;23.091.568.304.479.400
2721;Hazard. Zweiter Band;Eschstruth, Nataly von;1887;;;51897;11.754.190.500.000.200;2.264.907.509.104.620
2722;Alraune;Ewers, Hanns Heinz;1899;;;90801;21.155.186.099.999.600;23.298.406.515.346.300
2730;Der Zauberlehrling oder die Teufelsjäger;Ewers, Hanns Heinz;1909;;;102804;2.400.919.189.999.870;2.335.433.630.986.990
2732;Berge und Menschen;Federer, Heinrich;1911;;;148221;3.386.824.900.000.230;228.498.316.702.777
2739;Ein Kampf ums Recht;Franzos, Karl Emil;1893;;;139886;3.091.818.629.999.960;2.210.241.646.769.480
2743;Die drei Getreuen;Frenssen, Gustav;1898;;;119165;29.004.617.600.001.300;24.339.879.662.653.700
2744;Peter Moors Fahrt nach Südwest;Frenssen, Gustav;1911;;;41419;10.419.154.400.000.100;25.155.494.821.217.600
2745;Jörn Uhl;Frenssen, Gustav;1901;;;140789;3.336.205.460.000.250;23.696.492.339.602.100
2750;Die Berliner Range. Lotte Bach's Hochzeitsreise. Band X.;Georgy, Ernst;1898;;;38053;8.596.588.200.000.240;2.259.109.189.814.270
2751;Die Berliner Range. Frau Lotte in Rußland. Band XI.;Georgy, Ernst;1899;;;44356;10.179.619.700.000.200;2.294.981.445.576.740
2752;Die Berliner Range. Lotte als Mutter! Band XII.;Georgy, Ernst;1900;;;40728;9.616.083.300.000.140;23.610.497.200.943.100
2753;Die Berliner Range - Neue Bekenntnisse. Band I.;Georgy, Ernst;1900;;;49004;11.195.589.200.000.500;2.284.627.622.235.030
2754;Die Berliner Range - Neue Bekenntnisse. Band II.;Georgy, Ernst;1900;;;45397;10.138.517.200.000.300;2.233.301.143.247.420
2755;Die Berliner Range - Neue Bekenntnisse. Band III.;Georgy, Ernst;1900;;;35086;7.887.144.900.000.100;22.479.464.458.758.700
2756;Die Berliner Range - Neue Bekenntnisse. Band IV.;Georgy, Ernst;1900;;;36240;8.233.082.700.000.190;22.718.219.370.861.400
2757;Die Berliner Range – Lotte Bach als Braut. Band V.;Georgy, Ernst;1900;;;39027;8.883.868.900.000.140;227.633.917.544.268
2758;Die Berliner Range - Berlin, wie es ißt und trinkt. Band VI.;Georgy, Ernst;1901;;;34824;7.869.563.100.000.130;22.598.102.170.917.000
2759;Die Berliner Range VII - Prosit Brautpaar!;Georgy, Ernst;1900;;;36181;8.165.479.200.000.160;2.256.841.767.778.710
2760;Die Berliner Range VIII - Berlin wie es lebt und liebt;Georgy, Ernst;1901;;;35074;8.008.591.500.000.140;22.833.413.639.733.500
2761;Die Berliner Range. Hochzeitsvorbereitungen. Band IX.;Georgy, Ernst;1900;;;38300;8.854.088.400.000.190;2.311.772.428.198.480
2772;Heimisbach;Gfeller, Simon;1911;;;92681;5.699.585.599.999.910;0.6149680732836191
2773;Masaniello;Glaser, Adolf;1888;;;103132;23.203.474.299.999.300;22.498.811.523.095.900
2774;Savonarola;Glaser, Adolf;1883;;;125136;2.894.956.089.999.950;2.313.447.840.749.220
2775;Schlitzwang;Glaser, Adolf;1878;;;67994;15.275.851.400.000.200;22.466.469.688.502.200
2776;Wulfhilde;Glaser, Adolf;1880;;;99125;22.228.677.099.998.600;224.248.949.306.418
2781;Zeitgeist und Berner Geist;Gotthelf, Jeremias;1852;;;201997;42.128.546.200.006.800;20.856.025.683.553.100
2782;Im Banne des Schwarzen Adlers;Gottschall, Rudolf von;1876;;;181762;4.080.100.700.000.260;2.244.749.012.444.990
2783;Parasiten;Gottschall, Rudolf von;1906;;;102265;2.319.923.639.999.850;2.268.541.182.222.510
2785;Firnenrausch;Grabein, Paul;1906;;;55556;12.609.126.600.000.500;22.696.246.310.030.500
2786;In Jena ein Student;Grabein, Paul;1890;;;78349;18.292.591.999.999.700;233.475.755.912.644
2787;Der König von Thule;Grabein, Paul;1907;;;50762;11.576.578.400.000.600;22.805.599.464.167.400
2789;Die vom Rauhen Grund;Grabein, Paul;1914;;;88914;20.440.353.899.999.300;2.298.890.377.218.360
2792;Ursula Drenck;Grabein, Paul;1919;;;60521;13.951.180.400.000.800;2.305.180.086.251.190
2793;Du mein Jena!;Grabein, Paul;1900;;;56652;12.921.428.500.000.600;2.280.842.423.921.590
2794;In der Philister Land;Grabein, Paul;1903;;;55053;12.527.521.700.000.800;2.275.538.426.607.230
2795;Im Wechsel der Zeit;Grabein, Paul;1900;;;63438;1.430.181.280.000.060;22.544.551.845.897.700
2796;Unsere liebe Frau. Erster Band;Grad, Max;1904;;;64270;15.045.852.700.000.400;234.103.822.934.502
2797;Unsere liebe Frau. Zweiter Band;Grad, Max;1906;;;86673;2.017.277.029.999.930;23.274.572.588.925.400
2799;Heilige und Menschen;Grazie, Marie Eugenie Delle;1909;;;115840;2.639.881.599.999.780;22.789.033.149.169.400
2800;Der Tag der Vergeltung;Green, Anna Katharine;1896;;;52628;11.728.671.800.000.500;22.285.991.867.448.000
2809;Töte sie!;Groller, Balduin;1892;;;45184;9.649.343.000.000.490;213.556.635.092.079
2811;Der Genius;Grosse, Karl;1791;;;168733;3.495.781.100.000.160;20.717.826.981.089.400
2812;Ravensbeck;Grosse, Julius;1909;;;41859;9.397.534.500.000.130;22.450.451.515.803.300
2814;Die Partei;Großmann, Stefan;1919;;;75625;1.802.606.889.999.960;2.383.612.416.528.870
2816;Seraphine;Gutzkow, Karl;1837;;;50210;1.093.653.980.000.050;2.178.159.689.305.030
2818;Abraham Abt;Hadwiger, Victor;1912;;;46945;11.349.140.400.000.200;2.417.539.759.292.840
2819;Il Pantegan;Hadwiger, Victor;1919;;;20645;5.017.431.400.000.000;24.303.373.213.853.200
2822;Jo;Halbe, Max;1917;;;89883;2.099.697.739.999.940;23.360.343.335.224.100
2824;Die Tat des Dietrich Stobäus;Halbe, Max;1911;;;100186;2.280.765.679.999.920;22.765.313.317.229.200
2828;Drei Teilhaber;Harte, Bret;1901;;;67013;15.065.656.200.000.200;2.248.169.191.052.520
2831;Das Geheimnis der Sierra;Harte, Bret;1905;;;40090;9.019.289.700.000.210;22.497.604.639.561.500
2838;Die goldene Schlange;Heiberg, Hermann;1883;;;58434;12.702.415.200.000.400;21.738.055.241.812.000
2839;Trotzige Herzen;Heimburg, Wilhelmine;1898;;;94697;22.107.292.199.999.200;23.345.293.092.705.300
2841;Doktor Herzfeld. Erster Teil. Die Nacht;Hermann, Georg;1912;;;70899;1.659.378.760.000.010;2.340.482.602.011.330
2842;Doktor Herzfeld.Zweiter Teil. Schnee;Hermann, Georg;1913;;;85356;20.078.728.999.999.300;2.352.351.211.396.890
2843;Henriette Jacoby;Hermann, Georg;1908;;;94495;21.743.176.099.999.700;23.009.869.411.079.600
2844;Jettchen Gebert;Hermann, Georg;1906;;;120975;28.030.747.499.999.900;2.317.069.435.833.840
2846;Kubinke;Hermann, Georg;1910;;;86262;2.059.132.149.999.930;23.870.674.804.664.100
2847;Heinrich Schön jun.;Hermann, Georg;1915;;;91006;21.867.792.399.998.400;24.028.956.772.079.200
2848;Einen Sommer lang;Hermann, Georg;1917;;;67202;16.375.453.799.999.900;24.367.509.597.928.500
2849;Das große Heimweh;Herzog, Rudolf;1913;;;116992;2.685.632.529.999.960;22.955.693.808.123.300
2850;Die Wiskottens;Herzog, Rudolf;1905;;;97469;22.248.026.099.999.900;22.825.745.724.281.500
2855;Am Kreuz;Hillern, Wilhelmine von;1890;;;169207;36.621.480.300.002.600;2.164.300.549.031.810
2859;Die Sonne von St. Moritz;Höcker, Paul Oskar;1910;;;53750;12.827.024.400.000.300;2.386.423.144.186.110
2864;Der eiserne Rittmeister;Hoffmann, Hans;1890;;;133373;2.929.317.869.999.950;2.196.334.992.839.590
2869;Moschele;Hoffmann, Franz;1854;;;28052;59.936.153.000.000.900;21.366.089.048.909.500
2870;Arge Sitten;Hopfen, Hans;1869;;;83592;1.863.298.920.000.000;22.290.397.645.707.700
2871;Robert Leichtfuß;Hopfen, Hans;1888;;;137784;3.137.979.119.999.930;2.277.462.637.171.170
2872;Peregretta;Hopfen, Hans;1864;;;53277;11.532.710.700.000.400;21.646.696.886.086.700
2874;Ein Dieb in der Nacht;Hornung, Ernest William;1908;;;51677;11.290.949.600.000.500;21.849.081.022.506.300
2875;Ein Einbrecher aus Passion;Hornung, Ernest William;1903;;;55397;11.930.985.700.000.300;21.537.241.547.376.700
2876;Raffles als Richter;Hornung, Ernest William;1912;;;60591;1.321.988.710.000.050;21.818.235.546.534.200
2877;Der Schatten des Stricks. Erster Band;Hornung, Ernest William;1906;;;41946;9.424.974.700.000.230;22.469.305.058.885.800
2878;Der Schatten des Stricks. Zweiter Band;Hornung, Ernest William;1907;;;40627;8.859.815.600.000.260;21.807.703.251.532.800
2880;Schüsse in der Nacht;Hruschka, Annie;1914;;;53239;12.244.872.000.000.500;22.999.815.924.417.200
2881;Das silberne Auto;Hruschka, Annie;1910;;;35095;8.317.279.200.000.230;2.369.932.810.941.790
2882;Peter Michel;Huch, Friedrich;1901;;;78779;18.657.870.799.999.900;2.368.381.269.119.930
2883;Wilhelm Brinkmeyers Abenteuer;Huch, Rudolf;1911;;;92477;19.787.699.199.999.600;21.397.427.684.721.100
2884;Unter einem Dach;Hübener, Helene;1897;;;80172;19.265.116.099.999.700;2.402.973.120.291.340
2885;Die drei Freundinnen;Hübener, Helene;1899;;;75724;1.844.074.680.000.000;24.352.578.838.941.400
2886;Großmütterchen;Hübener, Helene;1902;;;75595;18.263.348.499.999.800;241.594.662.345.391
2887;Aus dem Leben einer Waise;Hübener, Helene;1912;;;69486;170.966.923.999.999;24.604.513.714.992.800
2888;Maria und Lisa;Hübener, Helene;1904;;;69735;16.801.961.900.000.100;24.094.015.774.001.800
2890;Die Nachbarn;Hübener, Helene;1914;;;72293;17.612.900.200.000.300;24.363.216.632.316.200
2892;Im Rosenhaus;Hübener, Helene;1910;;;51592;12.753.441.900.000.300;2.471.980.520.235.760
2899;Der Stern des Orsini;Huna, Ludwig;1920;;;107828;25.157.714.599.998.600;23.331.337.500.462.400
2903;Der rote Teufel;Janitschek, Maria;1916;;;45829;10.443.549.000.000.100;2.278.807.960.025.340
2905;Die Sebalds. Erster Band. Im alten Hause.;Jordan, Wilhelm;1885;;;69043;1.510.676.380.000.020;21.880.225.077.126.200
2906;Die Sebalds. Zweiter Band. Exodus;Jordan, Wilhelm;1885;;;69024;15.306.600.900.000.200;22.175.766.255.215.900
2907;Der Obstkahn am Elisabethufer;Kabel, Walter;1878;;;16089;3.978.624.699.999.980;2.472.885.014.606.240
2909;Am Ende der Welt;Kabel, Walter;1878;;;46705;11.517.796.800.000.500;24.660.736.109.625.400
2911;Wiener Kinder;Karlweis, Carl;1887;;;105252;24.762.101.599.999.300;23.526.490.327.974.100
2913;Michael Hely;Karrillon, Adam;1904;;;104406;2.427.810.329.999.930;2.325.355.180.736.670
2914;Ferien vom Ich;Keller, Paul;1915;;;77257;17.836.373.299.999.800;23.087.064.343.683.800
2917;Papas Junge;Koch, Henny;1905;;;93384;2.309.116.989.999.960;24.727.115.887.089.500
2918;Die Patentochter des alten Fritz;Koch, Henny;1916;;;69203;156.781.469.000.003;226.552.994.812.368
2919;Im Haus der Witwe;Kohlrausch, Robert;1901;;;92336;2.102.556.959.999.920;22.770.717.380.002.600
2920;Am toten See;Kohlrausch, Robert;1914;;;58213;13.540.225.300.000.500;2.325.979.643.722.290
2923;Die Jobsiade;Kortum, Carl Arnold;1799;;;24425;4.954.767.899.999.990;202.856.413.510.747
2924;Tubal der Friedlose;Krag, Thomas P.;1910;;;49855;11.036.207.900.000.300;22.136.611.974.727.300
2945;Mein Herz;Lasker-Schüler, Else;1912;;;22801;5.257.371.900.000.000;2.305.763.738.432.520
2954;Mascotte;Leipziger, Leo;1920;;;52098;11.751.498.200.000.300;22.556.524.626.665.800
2955;Die neuen Linden;Leipziger, Leo;1920;;;22656;52.714.574.000.000.000;2.326.737.906.073.440
2956;Der Rettungsball;Leipziger, Leo;1912;;;33520;78.794.122.000.002;2.350.659.964.200.530
2962;Wolfsblut;London, Jack;1906;;;65817;15.620.061.600.000.000;23.732.563.927.252.900
2963;El Dorado;Mader, Friedrich Wilhelm;1900;;;142195;3.308.432.170.000.040;23.266.867.119.097.300
2965;Wunderwelten;Mader, Friedrich Wilhelm;1911;;;98517;22.252.612.899.998.800;22.587.586.812.427.100
2966;Ilsedores Glück;Mancke, Marie;1905;;;21939;5.623.439.700.000.050;25.632.160.536.031.900
2967;Die Gefangenen der Apachen. Erster Band;Margot, Paul;1868;;;54876;13.089.535.300.000.600;23.852.932.611.707.500
2968;Die Gefangenen der Apachen. Zweiter Band;Margot, Paul;1868;;;71170;16.448.611.799.999.800;23.111.720.949.838.200
2982;Der blaurote Methusalem;May, Karl;1892;;;157026;3.336.305.100.000.260;21.246.832.371.710.800
2986;OMU;Melville, Hermann;1847;;;84835;2.077.681.799.999.960;2.449.085.636.824.380
2989;Das Monogramm;Möllhausen, Balduin;1874;;;210275;4.631.579.830.000.580;2.202.629.808.584.270
2991;Berlin und Sanssouci oder Friedrich der Große und seine Freunde. Erstes Buch;Mühlbach, Luise;1859;;;44577;9.801.541.200.000.200;21.987.888.821.590.000
2992;Berlin und Sanssouci oder Friedrich der Große und seine Freunde. Zweites Buch;Mühlbach, Luise;1859;;;51499;11.444.585.000.000.200;22.222.926.658.770.600
2993;Berlin und Sanssouci oder Friedrich der Große und seine Freunde. Drittes Buch;Mühlbach, Luise;1859;;;57882;12.869.913.300.000.300;2.223.474.188.867.070
2994;Berlin und Sanssouci oder Friedrich der Große und seine Freunde. Viertes Buch;Mühlbach, Luise;1859;;;58270;12.544.483.000.000.600;21.528.201.475.889.100
2996;Die Millionenbraut. Erster Band;Dumas-Mützelburg;1914;;;57471;13.553.858.300.000.300;23.583.821.927.581.400
2997;Die Millionenbraut. Zweiter Band;Dumas-Mützelburg;1914;;;61106;14.452.813.300.000.500;23.652.036.297.582.000
2998;Die Millionenbraut. Dritter Band;Dumas-Mützelburg;1914;;;53801;12.214.652.200.000.700;22.703.392.501.999.400
2999;Die Millionenbraut. Vierter Band;Dumas-Mützelburg;1914;;;44632;10.421.117.400.000.300;2.334.898.144.828.890
3005;Die rote Tinktur;Nordhausen, Richard;1895;;;113074;2.452.468.759.999.930;21.689.059.907.670.500
3013;Jakob van der Nees. Erster Theil. Angela;Paalzow, Henriette;1788;;;77334;1.663.727.779.999.970;2.151.353.583.158.730
3014;Jakob van der Nees. Zweiter Theil. Urica;Paalzow, Henriette;1788;;;84370;1.765.045.869.999.990;20.920.301.884.556.000
3015;Jakob van der Nees. Dritter Theil. Floripes;Paalzow, Henriette;1788;;;79897;17.176.872.599.999.900;21.498.770.416.911.700
3017;Die Tänzerin Barberina;Paul, Adolf;1915;;;105414;2.296.622.319.999.980;21.786.691.710.778.300
3019;Der kluge Pitter;Perfall, Karl von;1918;;;71222;16.073.805.900.000.000;22.568.596.641.487.200
3039;Der Grabenhäger;Polenz, Wilhelm von;1897;;;154590;3.530.302.520.000.200;22.836.551.652.760.200
3040;Thekla Lüdekind. Erster Band;Polenz, Wilhelm von;1900;;;98268;2.237.304.259.999.970;22.767.373.509.178.700
3041;Thekla Lüdekind. Zweiter Band;Polenz, Wilhelm von;1900;;;90370;20.426.806.299.999.800;2.260.352.583.822.050
3050;Drude;Prellwitz, Gertrud;1920;;;50096;1.050.324.350.000.030;20.966.231.834.877.700
3051;Die Erde bebt!;Primer, Fred. W.;1906;;;50007;12.009.393.500.000.500;2.401.542.484.052.340
3055;Frau Übersee;Reck-Malleczewen, Fritz;1918;;;32895;7.798.575.100.000.130;23.707.478.644.171.200
3059;Sebastopol. Erster Band;Retcliffe, John;1856;;;210828;49.775.060.200.005.500;23.609.321.437.382.800
3060;Sebastopol. Zweiter Band;Retcliffe, John;1860;;;223769;52.298.905.700.006.900;23.371.827.956.511.800
3061;Der Tiger;Revel, Hugo Alphonso;1908;;;62837;13.622.705.200.000.900;2.167.943.281.824.560
3071;Die Grandidiers;Rodenberg, Julius;1878;;;146847;3.346.091.460.000.120;22.786.243.232.753.300
3074;Orion;Roquette, Otto;1851;;;68238;15.544.986.100.000.200;22.780.541.780.240.000
3076;Der Stegreifritter;Rosegger, Hans Ludwig;1909;;;30824;7.076.833.300.000.030;2.295.884.148.715.290
3077;Der sechste Sinn;Rosenkrantz, Palle;1913;;;65282;14.527.168.100.000.300;22.252.945.834.993.300
3079;Gräfin Polly;Rosenkrantz, Palle Adam Vilhelm;1907;;;43517;9.525.691.600.000.290;2.188.958.705.793.200
3080;Kerlchens Mutterglück. Provinzmädel Band IX;Rose, Felicitas;1902;;;37914;8.745.255.700.000.180;2.306.603.286.385.020
3081;Bertrade. Die Chronik des Mönchs von Le Saremon;Rüttenauer, Benno;1918;;;55826;12.577.298.100.000.400;22.529.463.153.370.100
